UniqueID,include,Site,Region,SID,SpecID,ACE_file,NAU_ACE#,FractionModern,plus/minus,D14C(%0),plus/minus,14Cage(BP),plus/minus,14C_notes,cal age (95% CI) (cal. BP),,med_cal_age,tempID,SpecStatus,Fragmentation,Taxon1,Taxon2,PicIDtop,PickIDback,SamDepth,Long,Lat,Depth,Temp,Salinity,Year,Month,Day,WgSpec,Status,ApicPl,Petals,TubAbr1,TubAbr2,TubAbr3,SurfAbr1,SurfAbr2,SurfAbr3,PoreAbr1,PoreAbr2,PoreAbr3,Frag1,Frag2,Frag3,Frag4,Encrust,Dh,Key
344,0,CB-4,Carrabelle,CB-4-2,6,29C240509GAS,7658.1.1,1.0151,0.0097,15.1,9.7,-120.4,76.7,,,,,14,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected (Replacement),,,,,,,,,,,,,,,,,,
345,0,CB-4,Carrabelle,CB-4-4,1,29C240509GAS,7659.1.1,1.0141,0.0093,14.1,9.3,-112.8,74,,,,,15,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0201,Selected (Replacement),,,,,,,,,,,,,,,,,,
346,0,CB-4,Carrabelle,CB-4-4,2,29C240509GAS,7660.1.1,1.0261,0.0096,26.1,9.6,-206.7,75.6,,,,,16,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0152,Selected (Replacement),,,,,,,,,,,,,,,,,,
347,0,CB-4,Carrabelle,CB-4-4,3,29C240509GAS,7661.1.1,1.0251,0.0095,25.1,9.5,-199.1,74.8,,,,,17,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0127,Selected,,,,,,,,,,,,,,,,,,
348,0,CB-4,Carrabelle,CB-4-4,4,29C240509GAS,7662.1.1,1.0154,0.0095,15.4,9.5,-122.9,75.1,,,,,18,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0129,Selected,,,,,,,,,,,,,,,,,,
349,0,CB-4,Carrabelle,CB-4-4,5,29C240509GAS,7663.1.1,0.9951,0.0091,-4.9,9.1,39.7,73.7,,,,,19,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0049,Selected,,,,,,,,,,,,,,,,,,
350,0,CB-4,Carrabelle,CB-4-4,6,29C240509GAS,7664.1.1,1.1167,0.0099,116.7,9.9,-886.7,71.3,,,,,20,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0041,Selected (Replacement),,,,,,,,,,,,,,,,,,
351,0,CB-4,Carrabelle,CB-4-4,7,29C240509GAS,7665.1.1,1.0257,0.0093,25.7,9.3,-203.8,73.4,,,,,21,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0018,Selected,,,,,,,,,,,,,,,,,,
352,0,CB-4,Carrabelle,CB-4-4,8,29C240509GAS,7666.1.1,1.0189,0.009,18.9,9,-150.5,71.4,,,,,22,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0043,Selected,,,,,,,,,,,,,,,,,,
353,0,CB-4,Carrabelle,CB-4-4,9,29C240509GAS,7667.1.1,1.002,0.0089,2,8.9,-16.2,71.2,,,,,23,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0025,Selected,,,,,,,,,,,,,,,,,,
354,0,CB-4,Carrabelle,CB-4-4,10,29C240509GAS,7668.1.1,1.0188,0.0089,18.8,8.9,-149.6,70.4,,,,,24,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0012,Selected (Replacement),,,,,,,,,,,,,,,,,,
355,0,CB-4,Carrabelle,CB-4-4,11,29C240509GAS,7669.1.1,1.0222,0.0088,22.2,8.8,-176.1,69.6,,,,,25,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0011,Selected,,,,,,,,,,,,,,,,,,
356,0,CB-4,Carrabelle,CB-4-4,12,29C240509GAS,7670.1.1,1.0272,0.0089,27.2,8.9,-215.8,69.9,,,,,26,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected (Replacement),,,,,,,,,,,,,,,,,,
357,0,CB-4,Carrabelle,CB-4-4,13,29C240509GAS,7671.1.1,1.0319,0.0089,31.9,8.9,-251.9,69.5,42 ug C,,,,27,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected,,,,,,,,,,,,,,,,,,
358,0,CB-4,Carrabelle,CB-4-4,14,,,,,,,,,,,,,28,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0004,Replaced,,,,,,,,,,,,,,,,,,
359,0,CB-4,Carrabelle,CB-4-4,15,29C240509GAS,7672.1.1,1.0166,0.0087,16.6,8.7,-132.1,69.1,,,,,29,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected,,,,,,,,,,,,,,,,,,
360,0,CB-4,Carrabelle,CB-4-4,16,29C240509GAS,7673.1.1,1.0615,0.0091,61.5,9.1,-479.4,69,46 ug C,,,,30,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected,,,,,,,,,,,,,,,,,,
361,0,CB-4,Carrabelle,CB-4-4,17,29C240509GAS,7674.1.1,1.0172,0.0088,17.2,8.8,-136.7,69.5,47 ug C,,,,31,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected,,,,,,,,,,,,,,,,,,
362,0,CB-4,Carrabelle,CB-4-4,18,29C240509GAS,7675.1.1,1.0231,0.0089,23.1,8.9,-183.8,70.1,32 ug C,,,,32,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected,,,,,,,,,,,,,,,,,,
363,0,CB-4,Carrabelle,CB-4-4,19,,,,,,,,,,,,,33,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0003,Replaced,,,,,,,,,,,,,,,,,,
364,0,CB-4,Carrabelle,CB-4-4,20,,,,,,,,,,,,,34,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0001,Replaced,,,,,,,,,,,,,,,,,,
365,0,CB-4,Carrabelle,CB-4-4,21,,,,,,,,,,,,,35,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0001,Replaced,,,,,,,,,,,,,,,,,,
366,0,CB-4,Carrabelle,CB-4-4,22,29C240509GAS,7676.1.1,1.0972,0.0093,97.2,9.3,-745.3,68.2,,,,,36,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected (Replacement),,,,,,,,,,,,,,,,,,
367,0,CB-4,Carrabelle,CB-4-4,23,29C240509GAS,7677.1.1,1.0175,0.0088,17.5,8.8,-139.2,69.5,,,,,37,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0013,Selected,,,,,,,,,,,,,,,,,,
368,0,CB-4,Carrabelle,CB-4-4,24,29C240509GAS,7678.1.1,1.0084,0.0089,8.4,8.9,-67.5,70.9,29 ug C,,,,38,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0012,Selected,,,,,,,,,,,,,,,,,,
369,0,CB-4,Carrabelle,CB-4-4,25,,,,,,,,,,,,,39,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0003,Replaced,,,,,,,,,,,,,,,,,,
370,0,CB-4,Carrabelle,CB-4-4,26,,,,,,,,,,,,,40,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0002,Stored,,,,,,,,,,,,,,,,,,
371,0,CB-4,Carrabelle,CB-4-5,1,29C240509GAS,7679.1.1,1.045,0.009,45,9,-353.8,69.3,,,,,1,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0122,Selected,,,,,,,,,,,,,,,,,,
372,0,CB-4,Carrabelle,CB-4-5,2,29C240509GAS,7680.1.1,1.0096,0.0088,9.6,8.8,-76.9,69.9,,,,,2,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0067,Selected,,,,,,,,,,,,,,,,,,
373,0,CB-4,Carrabelle,CB-4-5,3,29C240509GAS,7681.1.1,1.0445,0.009,44.5,9,-349.8,69.2,,,,,3,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.002,Selected,,,,,,,,,,,,,,,,,,
374,0,CB-4,Carrabelle,CB-4-5,4,,,,,,,,,,,,,4,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0014,Selected,,,,,,,,,,,,,,,,,,
375,0,CB-4,Carrabelle,CB-4-5,5,29C240509GAS,7683.1.1,1.0026,0.0096,2.6,9.6,-20.7,77.3,,,,,5,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected,,,,,,,,,,,,,,,,,,
376,0,CB-4,Carrabelle,CB-4-5,6,29C240509GAS,7684.1.1,1.0305,0.0095,30.5,9.5,-241.3,74.2,,,,,6,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.001,Selected,,,,,,,,,,,,,,,,,,
377,0,CB-4,Carrabelle,CB-4-5,7,29C240509GAS,7685.1.1,1.0126,0.0093,12.6,9.3,-100.7,73.7,35 ug C,,,,7,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0007,Selected,,,,,,,,,,,,,,,,,,
378,0,CB-4,Carrabelle,CB-4-5,8,29C240509GAS,7686.1.1,1.033,0.0093,33,9.3,-260.7,72.3,24 ug C,,,,8,dead,complete,e,juvenile clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0005,Selected,,,,,,,,,,,,,,,,,,
379,0,CB-4,Carrabelle,CB-4-1,9,29C240509GAS,7687.1.1,0.9992,0.0091,-0.8,9.1,6.2,73,,,,,1,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0237,Selected,,,,,,,,,,,,,,,,,,
380,0,CB-4,Carrabelle,CB-4-1,10,,,,,,,,,,,,,2,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
381,0,CB-4,Carrabelle,CB-4-1,11,,,,,,,,,,,,,3,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
382,0,CB-4,Carrabelle,CB-4-2,7,,,,,,,,,,,,,4,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
383,0,CB-4,Carrabelle,CB-4-2,8,29C240516CHS,7697.1.1,1.0259,0.01,25.9,10,-205.4,78.4,,,,,5,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0136,Selected,,,,,,,,,,,,,,,,,,
384,0,CB-4,Carrabelle,CB-4-2,9,29C240516CHS,7698.1.1,1.0181,0.0096,18.1,9.6,-144.3,76.3,,,,,6,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0031,Selected,,,,,,,,,,,,,,,,,,
385,0,CB-4,Carrabelle,CB-4-2,10,,,,,,,,,,,,,7,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
386,0,CB-4,Carrabelle,CB-4-2,11,29C240516CHS,7699.1.1,1.0186,0.0098,18.6,9.8,-147.8,77.3,,,,,8,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0033,Selected,,,,,,,,,,,,,,,,,,
387,0,CB-4,Carrabelle,CB-4-2,12,29C240516CHS,7700.1.1,1.0419,0.0098,41.9,9.8,-329.8,76.2,,,,,9,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0044,Selected,,,,,,,,,,,,,,,,,,
388,0,CB-4,Carrabelle,CB-4-2,13,29C240516CHS,7701.1.1,0.9502,0.0092,-49.8,9.2,410,78,,,,,10,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0017,Selected,,,,,,,,,,,,,,,,,,
389,0,CB-4,Carrabelle,CB-4-2,14,29C240516CHS,7702.1.1,0.9821,0.0093,-17.9,9.3,145.4,76.5,,,,,11,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.005,Selected,,,,,,,,,,,,,,,,,,
390,0,CB-4,Carrabelle,CB-4-2,15,,,,,,,,,,,,,12,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
391,0,CB-4,Carrabelle,CB-4-2,16,,,,,,,,,,,,,13,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
392,0,CB-4,Carrabelle,CB-4-4,27,,,,,,,,,,,,,14,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
393,0,CB-4,Carrabelle,CB-4-4,28,29C240516CHS,7703.1.1,1.0244,0.0097,24.4,9.7,-193.9,76.1,,,,,15,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0672,Selected,,,,,,,,,,,,,,,,,,
394,0,CB-4,Carrabelle,CB-4-4,29,,,,,,,,,,,,,16,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
395,0,CB-4,Carrabelle,CB-4-4,30,29C240516CHS,7704.1.1,1.018,0.0098,18,9.8,-143.1,77.6,,,,,17,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0207,Selected,,,,,,,,,,,,,,,,,,
396,0,CB-4,Carrabelle,CB-4-4,31,,,,,,,,,,,,,18,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
397,0,CB-4,Carrabelle,CB-4-4,32,,,,,,,,,,,,,19,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
398,0,CB-4,Carrabelle,CB-4-4,33,,,,,,,,,,,,,20,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
399,0,CB-4,Carrabelle,CB-4-4,34,29C240516CHS,7705.1.1,1.058,0.01,58,10,-453.1,76.6,,,,,21,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0058,Selected,,,,,,,,,,,,,,,,,,
400,0,CB-4,Carrabelle,CB-4-4,35,29C240516CHS,7706.1.1,1.0349,0.0099,34.9,9.9,-275.5,77.3,,,,,22,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0031,Selected,,,,,,,,,,,,,,,,,,
401,0,CB-4,Carrabelle,CB-4-4,36,29C240516CHS,7707.1.1,1.0166,0.0097,16.6,9.7,-132.4,77.3,,,,,23,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0196,Selected,,,,,,,,,,,,,,,,,,
402,0,CB-4,Carrabelle,CB-4-4,37,,,,,,,,,,,,,24,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
403,0,CB-4,Carrabelle,CB-4-4,38,,,,,,,,,,,,,25,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
404,0,CB-4,Carrabelle,CB-4-4,39,29C240516CHS,7708.1.1,0.8045,0.0084,-195.5,8.4,1747.7,84,,,,,26,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0262,Selected,,,,,,,,,,,,,,,,,,
405,0,CB-4,Carrabelle,CB-4-4,40,,,,,,,,,,,,,27,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
406,0,CB-4,Carrabelle,CB-4-4,41,,,,,,,,,,,,,28,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
407,0,CB-4,Carrabelle,CB-4-4,42,29C240516CHS,7709.1.1,0.9303,0.0093,-69.7,9.3,580.2,80.7,,,,,29,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0063,Selected,,,,,,,,,,,,,,,,,,
408,0,CB-4,Carrabelle,CB-4-4,43,29C240516CHS,7710.1.1,1.0411,0.01,41.1,10,-323.3,77.6,,,,,30,dead,fragment,e,Spatangoid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0038,Selected,,,,,,,,,,,,,,,,,,
409,0,CB-4,Carrabelle,CB-4-5,9,29C240516CHS,7711.1.1,1.0127,0.0098,12.7,9.8,-101,78.3,,,,,1,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0479,Selected,,,,,,,,,,,,,,,,,,
410,0,CB-4,Carrabelle,CB-4-5,10,29C240516CHS,7712.1.1,1.0447,0.0105,44.7,10.5,-351.1,81.3,,,,,2,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0316,Selected,,,,,,,,,,,,,,,,,,
411,0,CB-4,Carrabelle,CB-4-5,11,29C240516CHS,7713.1.1,1.1054,0.0109,105.4,10.9,-804.9,79.2,,,,,3,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0045,Selected,,,,,,,,,,,,,,,,,,
412,0,CB-4,Carrabelle,CB-4-5,12,29C240516CHS,7714.1.1,1.0311,0.0102,31.1,10.2,-245.8,79.9,,,,,4,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0013,Selected,,,,,,,,,,,,,,,,,,
413,0,CB-4,Carrabelle,CB-4-5,13,29C240516CHS,7715.1.1,1.0145,0.0101,14.5,10.1,-115.7,80.5,,,,,5,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0044,Selected,,,,,,,,,,,,,,,,,,
414,0,CB-4,Carrabelle,CB-4-5,14,29C240516CHS,7716.1.1,1.0919,0.0108,91.9,10.8,-706,79.7,,,,,6,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0142,Selected,,,,,,,,,,,,,,,,,,
415,0,CB-4,Carrabelle,CB-4-5,15,29C240516CHS,7717.1.1,1.0036,0.0099,3.6,9.9,-28.9,79.5,,,,,7,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0113,Selected,,,,,,,,,,,,,,,,,,
416,0,CB-4,Carrabelle,CB-4-5,16,29C240516CHS,7718.1.1,1.0129,0.01,12.9,10,-102.9,79.9,,,,,8,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.003,Selected,,,,,,,,,,,,,,,,,,
417,0,CB-4,Carrabelle,CB-4-5,17,29C240516CHS,7719.1.1,1.0577,0.0103,57.7,10.3,-450.4,78.4,,,,,9,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0077,Selected,,,,,,,,,,,,,,,,,,
418,0,CB-4,Carrabelle,CB-4-5,18,29C240516CHS,7720.1.1,1.0952,0.0107,95.2,10.7,-730.2,78.5,,,,,10,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0017,Selected,,,,,,,,,,,,,,,,,,
419,0,CB-4,Carrabelle,CB-4-5,19,29C240516CHS,7721.1.1,0.9513,0.0095,-48.7,9.5,400.8,80.6,,,,,11,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0035,Selected,,,,,,,,,,,,,,,,,,
420,0,CB-4,Carrabelle,CB-4-5,20,29C240516CHS,7722.1.1,1.041,0.0102,41,10.2,-323,78.8,,,,,12,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0041,Selected,,,,,,,,,,,,,,,,,,
421,0,CB-4,Carrabelle,CB-4-5,21,29C240516CHS,7723.1.1,1.1123,0.0106,112.3,10.6,-854.8,76.8,,,,,13,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0027,Selected,,,,,,,,,,,,,,,,,,
422,0,CB-4,Carrabelle,CB-4-5,22,,,,,,,,,,,,,14,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
423,0,CB-4,Carrabelle,CB-4-5,23,29C240516CHS,7724.1.1,0.4722,0.0058,-527.8,5.8,6028.3,99.8,,,,,15,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0021,Selected,,,,,,,,,,,,,,,,,,
424,0,CB-4,Carrabelle,CB-4-5,24,29C240516CHS,7725.1.1,1.0836,0.0106,83.6,10.6,-644.9,78.7,,,,,16,dead,fragment,e,Spatangoid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0023,Selected,,,,,,,,,,,,,,,,,,
425,0,CB-4,Carrabelle,CB-4-1,12,29C240509GAS,7688.1.1,0.957,0.0087,-43,8.7,353.5,73,,,,,1,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.2173,Selected,,,,,,,,,,,,,,,,,,
426,0,CB-4,Carrabelle,CB-4-1,13,29C240509GAS,7689.1.1,1.0502,0.0093,50.2,9.3,-393.4,71,,,,,2,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0914,Selected,,,,,,,,,,,,,,,,,,
427,0,CB-4,Carrabelle,CB-4-1,14,29C240509GAS,7690.1.1,1.0948,0.0095,94.8,9.5,-727.2,69.8,,,,,3,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0327,Selected,,,,,,,,,,,,,,,,,,
428,0,CB-4,Carrabelle,CB-4-1,15,29C240509GAS,7691.1.1,1.0449,0.0091,44.9,9.1,-352.5,70.4,,,,,4,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0322,Selected,,,,,,,,,,,,,,,,,,
429,0,CB-4,Carrabelle,CB-4-1,16,,,,,,,,,,,,,5,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
430,0,CB-4,Carrabelle,CB-4-1,17,,,,,,,,,,,,,6,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
431,0,CB-4,Carrabelle,CB-4-1,18,29C240509GAS,7692.1.1,1.0061,0.009,6.1,9,-48.5,71.9,,,,,7,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0122,Selected,,,,,,,,,,,,,,,,,,
432,0,CB-4,Carrabelle,CB-4-1,19,29C240509GAS,7693.1.1,1.0207,0.0089,20.7,8.9,-164.4,70.6,,,,,8,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0015,Selected,,,,,,,,,,,,,,,,,,
433,0,CB-4,Carrabelle,CB-4-1,20,,,,,,,,,,,,,9,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
434,0,CB-4,Carrabelle,CB-4-1,21,,,,,,,,,,,,,10,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
435,0,CB-4,Carrabelle,CB-4-2,17,,,,,,,,,,,,,11,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
436,0,CB-4,Carrabelle,CB-4-2,18,29C240509GAS,7694.1.1,0.9364,0.0085,-63.6,8.5,528.2,72.9,,,,,12,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0617,Selected,,,,,,,,,,,,,,,,,,
437,0,CB-4,Carrabelle,CB-4-2,19,,,,,,,,,,,,,13,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
438,0,CB-4,Carrabelle,CB-4-2,20,29C240509GAS,7695.1.1,1.1515,0.0098,151.5,9.8,-1133.2,68.6,,,,,14,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0465,Selected,,,,,,,,,,,,,,,,,,
439,0,CB-4,Carrabelle,CB-4-2,21,29C240509GAS,7696.1.1,0.7824,0.0076,-217.6,7.6,1971.2,78.4,,,,,15,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.099,Selected,,,,,,,,,,,,,,,,,,
440,0,CB-4,Carrabelle,CB-4-2,22,,,,,,,,,,,,,16,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
441,0,CB-4,Carrabelle,CB-4-2,23,,,,,,,,,,,,,17,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
442,0,CB-4,Carrabelle,CB-4-2,24,,,,,,,,,,,,,18,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
